		score	sexo	idade	tempo	saldo	produto
1	0	710	0	24	7	103099	2	1	0	173277
1	0	612	1	76	6	96166.9	1	1	1	191393
0	1	580	1	61	8	125921	1	1	1	94677.8
0	0	524	1	22	9	0	2	1	0	74405.3
1	0	651	1	40	1	134760	2	0	0	174434
0	1	603	1	46	2	0	2	1	0	174479
1	0	544	1	44	2	108896	1	0	0	69228.2
0	0	518	0	27	1	133801	1	1	1	143316
0	1	676	1	35	0	0	2	0	0	139912
1	0	573	0	47	4	152522	1	0	1	164038
1	0	677	0	36	10	68806.8	1	1	0	33075.2
0	0	709	0	41	3	150301	2	1	0	71672.9
0	1	631	0	41	0	0	1	0	0	87959.8
1	0	697	0	38	6	132591	1	1	1	7387.8
0	0	684	1	38	5	105070	2	1	1	198355
0	1	712	1	74	5	0	2	0	0	151426
0	0	779	0	41	10	99786.2	1	1	0	86927.5
0	0	590	1	32	9	0	2	1	0	138889
1	0	808	1	39	3	124217	1	0	1	171442
0	0	644	1	33	2	0	1	1	0	96420.6
0	0	718	0	29	3	0	1	0	1	134462
0	0	457	1	41	8	73700.1	3	1	1	185750
0	0	636	1	31	6	0	2	1	1	2382.61
0	1	642	0	33	9	0	2	1	1	150475
0	0	710	1	33	10	118327	2	1	1	192929
0	1	656	1	28	8	120048	1	1	1	137173
0	0	600	0	49	6	0	1	0	1	148088
1	0	733	0	33	7	187258	1	0	1	190431
0	1	604	1	40	5	155455	1	0	1	113582
1	0	562	0	39	6	130565	1	1	0	9854.72
0	1	497	1	27	7	149400	1	0	0	167522
0	1	500	0	50	5	0	4	1	1	83866.4
0	0	582	1	50	2	148942	1	1	1	116944
0	0	435	1	54	3	0	1	1	0	156910
0	0	850	1	56	7	131317	1	1	1	119175
0	0	559	0	34	5	68999.7	2	1	1	66879.3
0	0	694	0	30	9	0	2	1	1	26960.3
0	1	652	0	33	3	124833	1	1	0	195877
1	0	792	0	59	9	101610	1	0	0	161479
1	0	655	0	44	6	146499	1	1	0	64853.5
0	1	730	0	39	6	140095	1	1	0	172450
0	0	624	1	51	10	123401	2	1	1	127825
0	1	615	0	41	9	109013	1	1	0	196500
1	0	512	0	32	2	123404	2	1	0	80120.2
0	0	608	0	34	4	88772.9	1	1	1	168822
0	0	705	1	92	1	126076	2	1	1	34436.8
0	1	610	0	31	5	0	2	0	0	63736.4
1	0	787	0	38	3	158373	1	1	1	28228.3
0	1	786	1	31	9	0	2	1	1	18210.4
0	0	714	0	31	4	125169	1	1	1	106637
1	0	713	1	40	3	114447	2	1	1	87308.2
0	1	615	1	41	1	126773	1	1	1	55551.3
0	0	640	0	50	9	117565	2	0	0	82559.8
0	1	838	1	35	0	0	2	0	1	197306
0	0	496	1	30	0	90963.5	1	0	1	27802
1	0	753	0	35	5	82454	2	0	0	18254.8
1	0	608	0	30	2	91057.4	2	1	0	132973
0	0	803	1	42	5	0	1	1	0	196467
0	0	443	0	54	3	138548	1	1	1	70196.2
0	1	680	0	34	7	0	2	1	0	98949.9
1	0	816	0	34	2	108411	2	1	0	102909
0	0	757	1	29	8	130306	1	1	0	77469.4
0	1	602	1	33	5	0	2	0	1	64038.3
0	1	620	1	21	9	0	2	0	0	154883
0	0	542	1	34	8	101116	1	1	0	196395
0	0	544	1	40	8	0	2	1	0	61581.2
0	0	748	1	60	0	152336	1	1	0	126743
1	0	365	1	30	0	127760	1	1	0	81537.9
0	0	619	0	30	7	70729.2	1	1	1	160949
1	0	615	1	58	3	72309.3	1	1	1	85687.1
0	1	667	1	39	9	0	2	1	0	68873.8
1	0	592	0	34	6	102144	2	1	1	102629
1	0	744	1	32	4	96106.8	1	1	1	79812.8
0	0	727	1	34	10	0	2	1	1	198637
1	0	628	1	50	4	122228	1	0	1	14217.8
0	1	592	1	41	0	0	2	1	0	65906.1
0	0	756	1	27	8	0	2	1	1	157933
1	0	635	0	37	9	146748	1	0	1	11407.6
0	1	647	1	47	10	99835.2	1	0	1	89103.1
0	1	829	0	26	8	101440	2	1	1	19324.5
0	1	626	0	37	6	108269	1	1	0	5597.94
1	0	755	1	43	6	165048	3	1	0	16929.4
1	0	591	0	35	2	90194.3	2	1	0	57064.6
0	0	570	0	43	9	0	2	0	1	11417.3
0	1	599	1	42	6	0	2	1	0	113868
0	1	679	0	35	8	119183	1	0	0	121210
1	0	775	1	51	2	123783	1	1	1	134902
1	0	549	0	43	3	134986	1	1	0	6101.41
0	0	750	1	33	2	152303	1	1	0	71333.4
0	0	609	1	34	1	0	1	1	1	181178
0	1	715	1	42	6	0	2	1	1	128746
0	0	625	0	44	7	0	1	1	0	4791.8
0	1	588	1	59	4	0	2	1	1	27435.4
0	1	730	1	38	5	118866	1	1	1	163318
0	0	586	0	38	6	0	2	1	1	37935.8
0	1	765	0	33	5	84557.8	1	1	1	69039.4
1	0	544	1	47	5	105245	1	0	0	99922.1
0	0	597	0	60	0	131778	1	0	0	10703.5
0	1	542	1	43	6	113568	1	1	0	89543.2
1	0	495	1	39	8	120252	2	1	1	10160.2
0	1	774	1	32	9	0	2	1	0	10604.5
1	0	744	1	38	6	73023.2	2	1	0	78770.9
0	0	743	1	37	8	69143.9	2	0	1	105780
1	0	627	1	24	5	102773	2	1	0	56793
0	0	497	1	41	9	0	1	0	0	22074.5
0	0	516	1	37	8	0	1	1	0	101835
0	0	597	0	29	1	132144	1	1	0	158086
1	0	752	0	42	3	65046.1	2	0	1	140139
0	0	563	1	35	3	106251	1	0	0	39546.3
0	0	825	0	36	3	146054	1	1	1	138345
0	0	747	1	41	5	0	2	1	1	22750.2
0	0	755	0	78	5	121207	1	1	1	76016.5
0	0	838	0	34	8	0	2	1	0	27472.1
1	0	435	1	44	3	151740	1	1	0	167462
0	0	542	1	39	3	135097	1	1	1	14353.4
0	0	699	1	39	2	109724	1	1	1	180022
0	1	761	0	34	2	0	2	1	0	61251.2
0	0	636	0	24	9	0	2	0	1	38830.7
0	0	670	1	37	2	0	2	1	1	54229.7
0	0	697	1	35	5	133088	1	1	0	64771.6
0	1	586	1	34	5	168094	1	0	0	20058.6
0	0	593	0	41	6	0	1	1	0	65170.7
0	0	720	1	52	7	0	1	1	1	14781.1
1	0	811	0	34	1	149297	2	1	1	186340
1	0	576	1	29	7	130575	1	0	1	173630
1	0	756	0	34	2	148201	1	0	0	194584
0	0	672	0	34	1	142152	2	1	1	168753
0	0	602	0	39	6	154121	2	1	0	176615
0	1	704	1	37	4	0	2	0	0	25684.9
0	0	687	1	39	7	0	2	1	0	26848.2
0	1	614	0	37	9	0	2	1	1	62023.1
1	0	850	1	42	8	119840	1	0	1	51016
0	0	626	1	34	7	113015	2	1	1	56646.3
1	0	648	1	34	3	95039.7	2	1	1	147056
0	0	812	1	29	6	0	2	0	0	168024
1	0	399	1	46	2	127655	1	1	0	139995
0	1	703	1	73	5	137762	1	1	1	159677
1	0	632	1	48	6	126066	1	1	0	64345.6
0	1	609	1	32	4	99883.2	1	1	1	120595
1	0	525	1	33	4	131024	2	0	0	55072.9
0	0	850	1	20	7	0	2	1	0	31288.8
0	0	529	1	39	6	102025	2	1	0	12351
1	0	676	1	28	1	69459.1	2	1	1	128461
0	0	664	1	40	9	0	2	1	0	194767
0	0	625	0	40	7	141268	1	0	1	177397
1	0	670	0	40	2	147171	1	0	1	69850
0	1	684	0	42	3	103210	1	1	0	31002
0	0	669	1	45	7	149365	1	0	1	173454
1	0	686	1	35	2	109343	2	0	1	86043.3
0	0	721	0	40	7	0	2	1	1	122580
0	1	819	0	28	8	168253	1	1	1	102799
0	0	715	0	41	8	56214.8	2	0	0	92982.6
0	0	522	0	34	3	0	2	1	1	3894.34
0	0	543	1	36	4	0	2	1	1	141210
1	0	691	0	38	5	114754	1	1	0	107665
0	0	737	1	28	8	0	2	1	0	106390
1	0	550	1	38	2	103391	1	0	1	90878.1
1	0	760	0	49	9	91503	1	1	0	117233
0	0	707	1	40	1	0	2	1	0	14090.4
0	0	802	0	39	7	120146	2	0	1	59497
0	0	723	1	34	5	0	2	0	1	12092
0	1	572	1	35	4	152390	1	1	0	128124
1	0	615	1	39	5	113194	2	1	1	52166.2
1	0	641	1	41	7	104406	3	1	0	17384.2
0	0	637	1	60	3	0	2	1	1	70174
0	1	812	1	38	3	127118	2	1	1	174823
1	0	685	1	57	7	101869	1	0	1	113484
1	0	456	1	32	9	133061	1	1	1	125168
0	1	678	1	28	5	138668	1	1	1	54144
0	0	600	1	35	4	143745	2	1	0	104077
0	1	661	0	42	3	0	2	1	0	35989.4
1	0	602	0	26	8	113674	1	1	0	197861
0	0	791	1	36	6	111169	1	1	1	189970
0	1	750	0	33	3	161801	1	0	1	153289
0	0	716	0	22	8	0	2	1	1	92607
0	0	559	0	43	1	0	2	1	1	196646
0	0	695	0	42	0	0	2	0	1	140725
0	0	508	0	64	2	0	1	1	1	6076.62
0	1	531	1	31	2	118899	2	0	0	41409.4
0	0	635	1	34	3	134692	2	1	1	83773
0	0	751	1	29	10	147738	1	0	1	94951.3
0	0	679	1	60	6	0	2	1	1	77331.8
0	0	507	0	33	1	113453	1	0	0	142912
1	0	605	0	56	1	74129.2	2	1	1	62199.8
0	0	748	1	38	4	115221	1	0	1	70956.8
0	0	689	0	46	7	52016.1	2	1	1	72993.6
0	0	648	0	43	7	139972	1	1	0	143669
1	0	577	0	59	7	111397	1	0	1	191070
0	0	825	1	32	9	0	2	0	0	9751.03
0	0	779	1	49	9	106160	1	0	0	116894
0	0	550	1	44	9	0	2	1	0	26257
0	0	563	1	33	8	0	2	0	1	68815.1
1	0	443	1	59	4	110939	1	1	0	72846.6
0	0	656	1	41	2	0	2	1	0	158974
0	0	630	1	50	8	0	2	0	1	79377.4
1	0	664	1	39	7	60263.2	1	1	0	170835
1	0	705	0	33	5	116766	1	0	0	190659
0	0	633	0	30	6	0	2	0	0	41642.3
0	0	672	0	34	8	0	2	1	1	16245.2
0	0	811	0	47	3	123365	2	0	0	171995
0	1	677	1	40	5	0	2	1	0	88947.6
1	0	632	1	23	3	122479	1	1	0	147231
0	1	590	0	51	3	154963	3	0	1	191932
0	1	531	0	36	9	99240.5	1	1	0	123137
0	1	845	0	52	0	0	1	1	0	31726.8
0	0	595	1	31	4	0	2	1	0	189996
0	0	789	1	27	6	0	2	1	0	103604
1	0	665	0	43	2	116322	4	1	0	35640.1
1	0	631	0	33	4	123247	1	0	0	112688
0	0	678	0	38	2	0	2	0	0	115069
0	0	673	1	72	1	0	2	0	1	111981
1	0	651	0	37	10	117791	2	1	1	75837.6
0	0	589	0	37	6	138498	1	0	1	18988.6
0	0	756	1	40	1	94773.1	1	1	0	114280
0	0	798	1	32	7	0	2	0	1	37731.9
0	0	647	0	35	6	112669	1	0	1	122584
0	0	748	0	39	3	157372	1	0	1	97734.3
1	0	727	0	18	2	93816.7	2	1	0	126172
0	1	517	1	39	3	0	2	0	1	12465.5
0	1	746	1	49	7	0	2	0	1	10096.2
1	0	738	1	35	6	101745	1	0	0	85185.4
0	0	724	1	28	9	0	2	1	1	100240
0	0	798	0	37	4	111723	1	1	1	83478.1
0	0	829	1	38	9	0	2	1	0	30529.9
0	1	702	1	43	6	116122	1	1	0	61602.4
1	0	652	1	46	10	121064	3	1	0	151482
1	0	584	1	32	8	40172.9	1	1	1	137439
1	0	568	1	46	8	150837	1	0	0	64516.8
0	0	757	1	28	7	120912	2	1	1	131249
1	0	705	0	43	10	146548	1	0	1	10072.5
0	0	664	0	38	4	74306.2	2	1	0	154396
0	0	432	1	42	9	152603	1	1	0	110265
0	0	655	1	38	4	0	2	0	0	110528
1	0	473	0	32	5	146602	2	1	1	72946.9
0	0	809	0	24	4	0	2	1	0	193519
0	0	545	0	26	1	0	2	1	1	199639
0	0	641	1	31	9	112495	1	1	1	32231.6
0	1	655	1	38	3	250898	3	0	1	81054
0	1	773	1	52	2	0	2	1	0	57337.8
0	0	645	0	68	9	0	4	1	1	176354
0	0	629	0	31	6	0	1	1	1	16447.6
1	0	793	0	34	5	127758	1	1	0	143357
0	0	518	1	42	7	151027	2	1	0	119377
0	0	589	1	34	6	0	2	1	1	177897
0	0	673	1	41	5	0	1	1	1	65657.3
1	0	636	0	28	2	115265	1	0	0	191628
1	0	742	1	27	5	190125	2	0	0	21793.6
0	0	570	0	58	8	0	1	0	1	116504
1	0	453	0	40	1	111524	1	1	1	120374
1	0	794	0	55	6	115797	1	1	0	160526
0	1	608	1	66	8	123935	1	1	1	65758.2
1	0	697	1	43	8	103409	1	1	0	66893.3
0	0	709	1	42	9	118547	1	0	1	77142.9
0	0	713	1	38	9	72286.8	2	1	1	26136.9
0	0	726	1	34	9	0	2	0	0	14121.6
0	0	691	1	34	8	133936	2	1	0	91359.8
0	1	609	1	53	10	0	1	1	1	154643
0	0	529	0	31	2	164003	2	1	1	60993.2
0	0	793	1	39	3	137818	1	0	0	83997.8
0	0	680	1	23	5	140007	1	0	1	31714.1
0	1	575	0	37	9	133292	1	1	0	111175
1	0	572	0	48	3	152828	1	1	0	38411.8
0	0	680	1	34	3	143293	1	1	0	66526
0	1	506	1	32	8	0	2	0	1	182693
1	0	648	1	37	6	131753	1	1	0	86894.7
0	0	524	1	30	1	0	2	1	0	126813
0	1	728	0	37	4	0	1	0	0	4539.38
0	0	614	1	49	1	0	2	1	0	192441
0	0	690	0	26	5	157625	1	1	1	49599.3
1	0	545	1	37	9	95829.1	2	0	1	104937
1	0	602	0	53	5	98268.8	1	0	1	45038.3
0	0	659	1	54	8	133437	1	1	0	56787.8
1	0	445	0	48	7	168287	1	1	0	16645.8
1	0	674	1	34	2	152798	1	1	0	175709
0	0	758	0	33	7	0	1	1	0	188156
0	1	752	1	44	6	83870.3	1	1	0	178722
0	1	782	1	34	6	147422	1	0	1	42143.6
0	0	684	1	27	2	134604	1	1	1	71725.7
0	1	677	0	35	0	0	2	0	0	76637.4
0	1	735	1	55	2	103177	1	0	1	163516
1	0	850	1	44	3	140394	2	0	1	186286
0	0	717	1	35	4	0	1	1	1	167573
0	0	534	0	53	7	0	2	1	1	80619.2
0	0	567	1	36	7	0	2	0	1	3896.08
0	1	538	0	30	8	0	2	1	1	41192.9
0	0	619	0	40	10	0	1	1	1	147094
1	0	641	0	37	7	62974.6	2	0	1	39016.4
0	1	648	0	31	5	0	2	1	1	5199.02
0	0	628	1	37	0	0	2	1	1	171708
0	0	659	0	56	9	123785	1	1	0	99504
0	1	695	1	44	8	0	2	1	1	70974.1
0	0	759	1	42	4	105420	1	0	1	121409
0	1	815	0	38	2	48387	1	1	0	184797
1	0	722	0	40	6	89175.1	2	0	1	152884
0	0	686	0	34	1	0	2	1	0	87278.5
0	0	759	0	45	8	0	2	1	1	99251.2
0	1	514	1	30	7	0	1	0	1	125010
0	0	758	0	39	6	127358	1	0	1	56577
0	0	703	1	37	8	105962	2	0	1	74158.8
0	0	601	1	44	3	0	2	1	0	30607.1
1	0	638	1	42	8	145178	1	1	0	193472
1	0	590	0	27	8	123599	2	1	0	1676.92
0	0	599	0	43	4	0	1	1	0	170347
1	0	497	0	55	7	131779	1	1	1	9972.64
0	0	611	1	30	9	0	2	1	1	148888
0	0	692	1	29	4	0	1	1	0	76756
1	0	716	1	41	8	126146	2	1	1	138051
0	0	556	0	61	2	117419	1	1	1	94153.8
0	0	713	1	46	5	0	1	1	1	55701.6
0	0	614	0	43	6	0	2	1	1	109042
1	0	651	1	37	9	114454	1	0	1	175821
0	1	692	0	29	4	0	2	0	0	138880
0	0	636	1	34	8	0	2	1	0	38570.1
1	0	668	0	32	10	92041.9	1	1	1	43595.9
0	0	775	1	45	8	0	1	1	0	130377
0	1	743	0	36	8	92717	1	1	1	33693.8
1	0	780	1	51	4	126725	1	1	0	195259
0	0	662	0	37	5	0	2	1	0	151872
1	0	617	0	51	10	167274	1	0	0	93439.8
0	1	591	1	36	7	135217	1	1	1	122023
1	0	734	0	52	6	71283.1	2	0	1	38984.4
0	1	605	0	36	9	0	2	0	1	35521.6
0	0	510	0	30	0	0	2	1	1	130553
0	1	641	1	25	10	0	2	1	1	180808
0	0	595	0	39	7	120962	1	0	0	23305
0	1	653	1	30	4	0	2	1	0	120736
1	0	757	0	34	1	129398	2	0	0	44965.4
0	0	638	1	24	1	0	2	0	1	162597
0	1	580	1	32	9	142188	2	0	1	128029
1	0	729	0	39	1	131513	1	1	1	193715
0	0	691	0	29	9	116536	1	1	0	51988
1	0	510	0	50	7	123937	1	1	1	23768
0	0	451	1	33	6	0	2	1	0	184954
0	0	630	1	26	7	129838	2	0	1	197001
0	1	529	0	44	1	0	2	0	0	14161.3
0	0	756	1	31	10	122647	1	0	0	61666.9
0	0	774	0	52	2	56580.9	1	1	0	113266
0	1	712	0	39	5	163098	2	1	1	23702.4
1	0	506	0	41	3	57745.8	1	1	0	4035.46
1	0	687	0	34	7	111388	2	1	0	148565
0	0	712	0	29	3	87375.8	2	0	0	166195
0	0	534	1	35	2	81951.7	2	1	0	115669
0	0	546	0	30	5	0	2	0	1	198543
0	0	613	1	40	4	0	1	0	0	151325
0	0	686	1	26	7	0	2	1	0	1540.89
0	0	493	0	36	2	0	2	0	1	99770.3
0	0	663	0	37	7	0	1	1	1	185211
0	1	622	1	42	9	0	2	1	0	119127
0	0	639	1	32	9	0	2	1	0	111340
1	0	545	1	53	5	114422	1	1	0	180598
1	0	810	1	35	3	96814.5	2	1	1	120511
0	1	644	0	46	6	12459.2	1	0	0	156787
0	1	695	1	39	4	65521.2	1	1	1	1243.97
0	1	619	1	38	3	96143.5	1	0	0	98994.9
1	0	549	0	31	9	135020	2	1	1	23343.2
0	0	597	0	41	4	145810	2	1	1	52319.3
1	0	615	1	43	3	86920.9	1	1	1	150048
1	0	510	0	44	4	123071	1	1	0	28461.3
0	0	520	1	31	4	93249.4	1	1	0	77335.8
0	0	630	1	67	5	0	2	1	1	27330.3
1	0	646	1	39	9	111574	1	1	1	30838.5
1	0	451	0	38	9	61482.5	1	1	1	167539
0	0	724	0	34	3	132353	1	1	0	80320.3
0	1	596	0	54	0	78126.3	1	1	1	153483
1	0	631	0	29	2	96863.5	2	1	1	31613.3
0	0	512	0	75	2	0	1	1	0	123305
0	1	667	1	45	3	0	2	0	0	163655
1	0	593	1	69	2	187013	2	0	1	105899
0	1	733	1	35	8	102918	1	1	1	45959.9
1	0	706	0	47	10	144090	1	1	0	140939
0	1	838	1	43	9	123106	2	1	0	145766
0	1	620	1	42	9	121490	1	1	1	29296.7
0	0	700	1	46	5	95872.9	1	1	0	98273
1	0	821	0	37	5	106454	2	0	1	127413
0	0	691	1	52	3	0	1	1	0	175844
0	0	559	0	46	5	0	1	1	0	21006.1
0	0	503	1	42	8	104430	1	1	1	147558
0	1	647	0	64	1	91216	1	1	1	41800.2
0	0	711	1	38	10	0	2	0	0	53311.8
0	1	693	1	47	8	107605	1	1	1	80149.3
0	0	636	1	36	5	117559	2	1	1	111573
0	0	710	0	41	2	156067	1	1	1	9983.88
1	0	716	0	18	3	128744	1	0	0	197322
0	0	615	1	30	8	0	2	0	0	3183.15
1	0	601	0	42	9	133636	1	0	1	103316
0	0	844	1	40	7	113348	1	1	0	31904.3
0	0	743	0	46	9	0	1	1	0	113436
0	0	684	1	38	4	0	3	1	0	75609.8
1	0	595	0	45	9	106000	1	0	0	191449
0	1	633	1	58	6	98308.5	1	1	1	132034
0	1	509	0	25	3	108739	2	1	0	106921
0	0	669	1	57	5	0	2	1	1	56875.8
0	0	666	1	36	4	120165	2	1	0	33701.5
0	0	584	0	40	4	82441.8	1	0	0	80852.1
0	1	746	0	25	3	104834	1	0	0	71911.3
0	0	718	0	37	7	0	2	1	1	55100.1
0	1	694	0	37	3	0	2	1	1	147012
0	0	697	1	63	7	148368	1	0	0	118862
0	0	662	0	36	4	166909	2	1	0	138871
0	0	620	0	29	1	138740	2	0	0	154701
0	0	792	1	34	1	0	1	0	1	86330.3
0	0	598	1	35	8	114213	1	1	1	74322.9
0	0	708	0	51	8	70754.2	1	1	1	92920
0	0	673	1	51	8	79563.4	2	1	1	172201
0	0	635	1	42	1	146767	2	0	1	164357
0	0	676	1	20	1	80569.7	1	0	0	68622
0	0	584	0	41	3	0	2	1	1	160095
0	0	711	1	28	8	0	2	1	1	64286.4
0	0	713	1	33	6	94598.5	1	0	0	197520
1	0	696	1	38	6	142316	1	1	1	8018.49
1	0	824	1	77	3	27517.2	2	0	1	2746.41
0	0	776	0	43	4	0	2	0	1	162138
0	1	754	1	40	2	160625	1	0	1	3554.63
0	0	613	1	37	9	108286	1	1	1	114153
0	1	427	1	40	8	0	2	1	1	82870.8
1	0	712	0	40	3	109309	2	1	0	120159
0	0	765	1	51	3	123372	1	1	1	115429
0	0	708	0	34	4	0	1	1	1	62868.3
1	0	679	0	32	0	88335.1	1	0	0	159585
1	0	699	1	34	4	185174	2	1	0	120834
0	0	603	1	35	6	128994	2	1	0	130484
1	0	490	1	33	5	96341	2	0	0	108313
0	0	596	1	39	9	0	1	1	0	48963.6
1	0	543	1	37	8	140894	2	1	1	118059
0	0	452	0	60	6	121730	1	1	1	142963
1	0	684	1	18	9	90544	1	0	1	4777.23
0	0	708	1	32	10	86614.1	2	1	1	172129
0	1	525	0	57	2	145965	1	1	1	64448.4
0	1	668	0	30	8	0	2	1	0	138466
0	0	646	0	30	5	0	2	1	0	13935.3
0	0	489	0	51	3	0	2	0	1	174098
0	0	682	1	42	0	0	1	1	1	160829
0	0	762	1	36	5	119547	1	1	1	42693.7
0	0	473	0	39	9	117103	2	1	1	85937.5
0	1	641	1	42	9	132658	1	1	0	35367.2
0	0	787	1	51	0	58137.1	1	0	1	142538
0	1	624	0	34	6	0	1	1	0	582.59
1	0	582	1	35	8	121309	2	1	1	28750.7
0	1	427	0	39	9	0	2	1	0	28368.4
1	0	737	1	50	4	127553	2	1	0	4225.11
0	1	521	0	34	7	70731.1	1	1	1	20244
0	0	548	0	35	10	0	1	1	1	31299.7
0	1	771	0	56	2	0	1	1	1	25222.6
0	0	618	1	39	2	91068.6	1	1	0	26578.7
1	0	575	1	49	7	121205	4	1	1	168081
